state,ship to county,ship to city,latitude,longitude,ship to number,ship to name,parent,nickname,nh3,uan,urea,an,truck,rail,unit train,rail line,barge,nh3storage,uanstorage,ureastorage,anstorage,nh32015,nh32016,nh32017,uan2015,uan2016,uan2017,urea2015,urea2016,urea2017,an2015,an2016,an2017
MO,HOLT,MOUND CITY,40.1311066,-95.2316428,100355,YOCUM SERVICE INC,100355,,yes,yes,no,no,yes,no,no,n/a,no,25,4700,0,0,54,57.68,17.98,648.56,"3,631.57","1,438.58",0,0,0,0,0,0
OK,CANADIAN,EL RENO,35.5322741,-97.9550494,100357,ZUM MALLEN ROCK & GRAIN INC,100357,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,51.94,0,28.02,0,0,0,0,0,0
OK,MARSHALL,MADILL,34.0903752,-96.7716691,100361,LANDGRAF FERTILIZER,100361,,no,yes,yes,no,yes,no,no,n/a,no,0,2600,500,0,0,0,0,"1,642.01","2,034.79","1,420.83",25.91,352.05,306.76,0,0,0
WI,ROCK,EVANSVILLE,42.7802831,-89.2992838,100362,LANDMARK SERVICES COOPERATIVE,100362,,yes,yes,no,no,yes,yes,no,UP,no,65,3800,0,0,0,40.76,0,0,"2,938.65","1,039.76",0,0,0,0,0,0
MO,MCDONALD,SOUTH WEST CITY,36.5125756,-94.6113332,100367,LAWSON FARMS,100367,,no,yes,no,no,yes,no,no,n/a,no,0,800,0,0,0,0,0,645.88,639.44,585.53,0,0,0,0,0,0
IL,LA SALLE,PERU,41.3275349,-89.1289728,100368,LEONE GRAIN & SUPPLY INC,100368,,no,yes,no,no,yes,no,no,n/a,no,0,800,0,0,0,0,0,595.7,0,602.48,0,0,0,0,0,0
NE,JEFFERSON,FAIRBURY,40.1372247,-97.1805914,100378,LOVELAND PRODUCTS,100378,,yes,yes,no,no,yes,no,no,n/a,no,75,1400,0,0,0,0,0,"1,107.88","1,026.66",0,0,0,0,0,0,0
TX,GRAYSON,GUNTER,33.4478881,-96.747494,100384,MARTINEK GRAIN & BINS INC,100384,,no,yes,no,no,yes,yes,no,DIAS,no,0,11300,0,0,155.72,81.72,0,0,"8,669.71","3,996.76",0,0,0,0,0,0
NE,BROWN,AINSWORTH,42.5499993,-99.8626236,100386,MAXWELL AGRI SERVICE LLC,100386,,yes,yes,no,no,yes,no,no,n/a,no,220,12300,0,0,0,0,0,"8,107.02","5,917.61","9,460.78",0,0,0,0,0,0
IA,PALO ALTO,WEST BEND,42.9569139,-94.4410835,100388,MAXYIELD COOPERATIVE,100388,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,137.05,194.7,0,0,0,129.2,0,0,0,0,0,0
FL,LAFAYETTE,MAYO,30.053001,-83.1748578,100389,MAYO FERTILIZER INC,100389,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,0,0,0,0,0,0,0,186.82,116.35,0,0,0
WA,WHITMAN,COLFAX,46.8801655,-117.3643495,100390,THE MCGREGOR COMPANY,100390,,yes,no,no,no,yes,no,no,n/a,no,91.53,0,0,0,264.19,113.84,216.42,0,0,0,0,0,0,0,0,0
MN,REDWOOD,LAMBERTON,44.2310677,-95.2641639,100394,MEADOWLAND FARMERS COOP INC,100394,,yes,no,no,no,yes,no,no,n/a,no,168.5965,0,0,0,"1,813.83",267.17,0,0,0,0,0,0,0,0,0,0
KS,BUTLER,EL DORADO,37.81724,-96.8622524,100395,MEARS FERTILIZER INC,100395,,no,no,yes,no,yes,yes,no,UP,no,0,0,13300,0,467.62,81.85,0,26.86,0,0,"9,549.62","10,249.50","6,891.05",0,0,0
NC,NORTHAMPTON,SEVERN,36.5151521,-77.1896894,100396,MEHERRIN FERTILIZER,100396,,no,yes,no,no,yes,no,no,n/a,no,0,1300,0,0,0,0,0,0,359.49,"1,031.74",0,0,0,0,0,0
MO,BOONE,COLUMBIA,38.9517053,-92.3340724,100400,MFA INC,100400,,yes,yes,yes,no,yes,no,no,n/a,no,143.5515,4700,100,0,158.23,0,0,"3,622.22","2,972.10",246.3,0,81.43,0,0,0,0
MI,GRATIOT,MIDDLETON,43.1833659,-84.7088895,100402,MICHIGAN AG COMMODITIES,100402,,no,yes,no,no,yes,no,no,n/a,no,0,4500,0,0,0,0,0,"3,135.70","2,868.01","3,474.61",0,0,0,0,0,0
KS,ELLIS,HAYS,38.8791783,-99.3267702,100404,MIDLAND MARKETING COOP INC,100404,,no,yes,yes,no,yes,no,no,n/a,no,0,400,200,0,41.03,41.03,0,227.83,340.24,0,185.53,107.81,28.37,0,0,0
KS,RUSH,RUSH CENTER,38.4652912,-99.3101052,100405,MID STATE FARMERS COOP INC,100405,,yes,yes,yes,no,yes,no,no,n/a,no,179.4175,300,200,0,498.03,156.77,78.19,67.54,215.26,23.33,26.61,134.48,134.71,0,0,0
KS,MIAMI,PAOLA,38.5722354,-94.8791294,100408,MID-WEST FERTILIZER INC,100408,,no,yes,yes,no,yes,no,no,n/a,no,0,500,100,0,106.31,0,21,305.32,396.27,96.44,52.02,28.06,0,0,0,0
OK,GRADY,MINCO,35.3128371,-97.9444913,100411,MINCO ELEVATOR & SUPPLY,100411,,no,yes,yes,no,yes,no,no,n/a,no,0,600,100,0,0,0,0,387.28,482.46,48.16,0,80.15,0,0,0,0
MO,ATCHISON,ROCK PORT,40.4111122,-95.5169286,100413,MISSOURI VALLEY AG SERVICE INC,100413,,no,yes,no,no,yes,no,no,n/a,no,0,3000,0,0,"2,054.38","1,299.72",951.14,"1,625.29","2,300.90","1,367.74",0,0,0,0,0,0
MO,MONROE,HARRISONVILLE,38.6533446,-94.3488372,100415,MOKAN SEED AND CHEMICAL LLC,100415,,no,yes,no,no,yes,no,no,n/a,no,0,700,0,0,827.16,971.35,366.85,508.28,109.75,253.05,0,0,0,0,0,0
NE,DOUGLAS,WATERLOO,41.2869434,-96.2855797,100417,MONKE BROS FERTILIZER CO INC,100417,,no,yes,yes,no,yes,no,no,n/a,no,0,800,100,0,0,0,0,468.89,642.41,0,0,0,106.2,0,0,0
MN,FARIBAULT,BLUE EARTH,43.637455,-94.1021821,100419,MORES AG CENTER INC,100419,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,186.97,344.1,288.34,0,0,0,0,174.77,0,0,0,0
OH,MARION,MORRAL,40.6878354,-83.2124167,100420,MORRAL COMPANIES LLC,100420,,no,yes,no,no,no,yes,no,CSXT,no,0,2600,0,0,470.02,0,0,"1,969.65",982.65,0,0,0,0,0,0,0
MN,GRANT,HERMAN,45.8085718,-96.1433921,100433,CHS NEW HORIZONS,100433,,yes,no,yes,no,yes,no,no,n/a,no,66.82,0,1300,0,735.61,446.12,0,0,0,0,970.58,0,0,0,0,0
MN,COTTONWOOD,JEFFERS,44.0557904,-95.1966602,100435,NEW VISION COOPERATIVE,100435,,yes,no,no,no,yes,no,no,n/a,no,155,0,0,0,19.17,62.73,0,0,0,0,0,0,0,0,0,0
NE,BUFFALO,KEARNEY,40.699457,-99.0814767,100439,NIK NON-STOCK MARKETING COOP,100439,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,474.45,0,0,0,157.21,0,0,0,0,0,0,0
IN,WABASH,WABASH,40.797821,-85.8205411,100440,NORTH CENTRAL COOPERATIVE,100292,,yes,no,no,no,yes,no,no,n/a,no,159.5,0,0,0,"1,515.19","1,482.05",116.19,0,0,0,0,0,0,0,0,0
IA,WRIGHT,CLARION,42.7316387,-93.732992,100441,NORTH CENTRAL COOPERATIVE INC,100441,,yes,no,no,no,yes,no,no,n/a,no,238.7865,0,0,0,271.56,389.33,0,0,0,0,0,0,0,0,0,0
IA,CERRO GORDO,THORNTON,42.9446879,-93.3846492,100442,NORTH IOWA COOPERATIVE ELEVATOR,100442,,no,yes,no,no,yes,no,no,n/a,no,0,2100,0,0,0,0,0,0,581.94,"1,583.88",0,0,0,0,0,0
TX,HANSFORD,GRUVER,36.2650314,-101.4062723,100443,NORTH PLAINS CHEMICAL COMPANY INC,100443,,yes,yes,no,no,yes,no,no,n/a,no,24.8,6900,0,0,40.99,0,0,"4,783.02","5,272.86","2,813.76",0,0,0,0,0,0
IA,ALEXANDER,URBANDALE,41.6266555,-93.7121656,100446,NORTHERN AG SUPPLIERS,100446,,no,yes,yes,no,yes,no,no,n/a,no,0,2900,100,0,20.49,38.85,0,0,"2,235.80",396.3,61.81,0,78.53,0,0,0
IA,MITCHELL,STACYVILLE,43.4360794,-92.7824109,100447,NORTHERN COUNTRY COOP,100447,,yes,yes,no,no,yes,no,no,n/a,no,256.509,300,0,0,834.3,0,0,0,212.07,0,0,0,0,0,0,0
MN,ROSEAU,ROSEAU,48.8460926,-95.7627661,100449,NORTHERN RESOURCES COOPERATIVE,100449,,yes,no,yes,no,yes,no,no,n/a,no,110,0,300,0,40.94,100.12,0,0,0,0,0,0,210.46,0,0,0
IA,OBRIEN,HARTLEY,43.1799725,-95.4769513,100450,NORTHWEST AG SUPPLY LLC,100450,,no,yes,yes,no,yes,no,no,n/a,no,0,11200,1500,0,0,0,0,"8,619.52","3,401.12","1,345.61",0,0,"1,168.13",0,0,0
AR,PULASKI,NORTH LITTLE ROCK,34.769536,-92.2670941,100457,OAKLEY FERTILIZER INC,100457,,no,yes,yes,no,yes,no,no,n/a,yes,0,400,12500,0,0,0,0,0,0,269.57,0,190.84,"9,612.32",0,0,0
IA,WOODBURY,SERGEANT BLUFF,42.4038823,-96.3586397,100459,OEHLERKING FERTILIZER INC,100459,,no,yes,no,no,yes,no,no,n/a,no,0,600,0,0,0,0,0,436.96,438.48,92.74,0,0,0,0,0,0
KS,EDWARDS,OFFERLE,37.8908512,-99.5578985,100460,OFFERLE COOPERATIVE GRAIN & SUPPLY,100460,,yes,yes,yes,no,yes,no,no,n/a,no,180.3,1200,500,0,"1,024.70",490.2,705.91,929.48,195.15,196.89,0,347.33,51.25,0,0,0
OK,HARPER,BUFFALO,36.8355869,-99.6303972,100462,OK CALF FEEDERS INC,100462,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,75.22,75.33,102.33,0,0,0,0,0,0
KS,BARBER,KIOWA,37.0172493,-98.4853539,100463,OK COOP GRAIN & MERCANTILE CO,100463,,yes,yes,no,no,yes,no,no,n/a,no,178.6325,2500,0,0,124.54,484.76,65.56,"1,190.15","1,020.58","1,920.06",0,28.85,0,0,0,0
NE,ANTELOPE,ORCHARD,42.3355602,-98.242852,100470,WILBUR ELLIS ORCHARD,100470,,no,yes,yes,no,yes,yes,no,BNSF,no,0,14700,1600,0,0,0,0,"11,340.30","8,383.48","2,592.52",82.03,0,"1,244.67",0,0,0
NE,PIERCE,OSMOND,42.3600032,-97.5967282,100475,OSMOND FARM SUPPLY CENTER INC,100475,,no,yes,no,no,yes,no,no,n/a,no,0,3200,0,0,0,0,0,"1,647.46","2,427.42",827.14,0,0,0,0,0,0
MO,ATCHISON,TARKIO,40.4402763,-95.3777586,100476,OSWALD AGRICULTURAL PRODUCTS INC,100476,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,15.97,0,0,268.23,0,0,0,0,0,0,0,0
LA,OUACHITA,MONROE,32.8151348,-92.2056923,100477,OUACHITA FERTILIZER COMPANY LLC,100477,,yes,no,yes,no,yes,yes,no,HTPA,no,130,0,3900,0,825.4,704.1,236.2,0,0,0,"2,999.17","2,986.14","1,660.55",0,0,0
KS,PAWNEE,LARNED,38.1805693,-99.098713,100482,PAWNEE COUNTY COOPERATIVE ASSN,100482,,no,yes,yes,no,yes,no,no,n/a,no,0,9300,1900,0,"1,129.53",173.29,237.42,"7,115.79","1,666.87",396.07,0,"1,082.81","1,428.14",0,0,0
OK,PAWNEE,PAWNEE,36.3378321,-96.8039233,100483,PAWNEE COUNTY FEED,100483,,no,yes,yes,no,yes,no,no,n/a,no,0,1900,100,0,0,0,0,"1,218.29","1,428.09","1,176.71",102.55,0,10.93,0,0,0
NE,THURSTON,PENDER,42.1141648,-96.7072585,100486,PENDER GRAIN INC,100486,,no,yes,no,no,yes,no,no,n/a,no,0,5700,0,0,98.14,59.18,0,"4,390.94","1,229.61",812.71,0,0,0,0,0,0
TX,OCHILTREE,PERRYTON,36.4000313,-100.8026505,100489,PERRYTON EQUITY EXCHANGE,100489,,yes,yes,yes,no,yes,no,no,n/a,no,90,2900,200,0,0,0,0,507,"2,263.72",218.53,157.59,181.75,0,0,0,0
MN,CHISAGO,NORTH BRANCH,45.5113515,-92.9802176,100491,PETERSONS NORTH BRANCH MILL,100491,,no,yes,yes,no,yes,no,no,n/a,no,0,700,1800,0,0,0,41.86,179.77,561.72,314.04,"1,388.79",425.31,688.76,0,0,0
IL,WASHINGTON,RICHVIEW,38.378383,-89.1800752,100497,PITCHFORD ELEVATOR CO INC,100497,,no,yes,no,no,yes,no,no,n/a,no,0,2600,0,0,"2,591.20","1,682.98",651.14,434.88,424.63,"1,979.40",0,0,0,0,0,0
OK,KIOWA,LONE WOLF,34.9895013,-99.2495245,100502,PLANTERS COOP ASSOCIATION INC,100502,,no,yes,yes,no,yes,no,no,n/a,no,0,1500,300,0,0,0,0,918.52,"1,165.82",965.63,26.53,266,108.74,0,0,0
TX,DALLAM,TEXLINE,36.3778066,-103.0240968,100503,POOLE CHEMICAL CO INC,100503,,no,yes,no,no,yes,yes,no,DIAS,no,0,60900,0,0,121.67,38.27,0,"43,975.45","46,846.02","26,295.67",0,0,0,0,0,0
KS,FORD,DODGE CITY,37.7527982,-100.0170787,100508,PRIDE AG RESOURCES,100508,,no,yes,no,no,yes,no,no,n/a,no,0,200,0,0,21.17,81.49,279.92,0,0,154.47,0,0,0,0,0,0
MN,KANDIYOHI,PRINSBURG,44.9338496,-95.1875089,100509,PRINSBURG FARMERS COOP INC,100509,,yes,yes,yes,no,yes,no,no,n/a,no,210.613,400,1100,0,573.84,0,0,0,276.95,0,436.05,813.01,244.54,0,0,0
SD,BROWN,ABERDEEN,45.4646985,-98.4864829,100510,PRO AG SUPPLY INC,100510,,no,yes,yes,no,yes,no,no,n/a,no,0,6800,100,0,0,0,0,"4,912.58","5,261.99","2,935.40",0,78.37,0,0,0,0
IA,POCAHONTAS,POCAHONTAS,42.7355299,-94.6691468,100511,PRO COOPERATIVE,100292,,yes,no,no,no,yes,no,no,n/a,no,306.878,0,0,0,76.39,117.4,0,0,0,0,0,0,0,0,0,0
OK,TILLMAN,FREDERICK,34.3920263,-99.0184093,100513,PRODUCERS INVESTMENTS LLC,100513,,no,yes,yes,no,yes,no,no,n/a,no,0,600,100,0,0,22.02,0,481.09,194.39,43.36,0,25.44,110.81,0,0,0
NE,CUSTER,CALLAWAY,41.2919504,-99.9226213,100517,PROGRESSIVE FERTILIZER CO INC,100517,,yes,yes,no,no,yes,no,no,n/a,no,38.5,3300,0,0,0,0,0,"2,514.29",686.94,500.02,0,0,0,0,0,0
GA,COFFEE,DOUGLAS,31.5088073,-82.8498654,100524,R W GRIFFIN INDUSTRIES LLC,100524,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,0,0,24.09,95.51,71.18,0,0,0
SD,MOODY,FLANDREAU,44.0494154,-96.595324,100526,RAMSDELLS F & M LTD,100526,,no,yes,yes,no,yes,no,no,n/a,no,0,4300,400,0,0,0,0,"3,343.84",0,477.31,0,339.1,295.29,0,0,0
IN,HENDRICKS,AVON,39.7628227,-86.3997168,100528,CO-ALLIANCE LLP,100053,,no,no,no,no,no,no,no,n/a,no,0,0,0,0,"1,507.47",100,0,0,0,0,0,0,0,0,0,0
MI,CLINTON,SAINT JOHNS,43.001143,-84.5591521,100530,COG MARKETERS LTD,100530,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,20.33,33.17,0,0,24.05,0,0,0,0,0,0
SD,HUGHES,PIERRE,44.3683156,-100.3509665,100534,CONE AG INC,100534,,yes,yes,yes,no,yes,yes,no,RCPE,no,150,18400,6400,0,0,0,0,"8,450.20","14,140.98","4,026.81",0,0,"4,929.94",0,0,0
NE,THURSTON,WALTHILL,42.1483269,-96.4883663,100541,COONEY FERTILIZER INC,100541,,yes,yes,no,no,yes,no,no,n/a,no,25.5,7100,0,0,0,0,0,"5,460.06","4,174.76","1,813.90",0,0,0,0,0,0
IA,OSCEOLA,OCHEYEDAN,43.4160783,-95.5347302,100542,CFE - COOPERATIVE ELEV ASSN,100542,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,401.14,562.51,59.03,0,0,0,0,0,0,0,0,0
MI,HURON,PIGEON,43.8300151,-83.2699553,100543,COOPERATIVE ELEVATOR CO INC,100543,,yes,yes,yes,no,yes,no,no,n/a,no,73,8300,2100,0,0,0,0,"2,274.94","2,068.30","6,368.34",315.55,"1,602.32",93.41,0,0,0
NE,DODGE,DODGE,41.7211147,-96.8828111,100544,COOPERATIVE SUPPLY INC,100544,,yes,yes,yes,no,yes,no,no,n/a,no,195,3200,100,0,724.76,221.94,246.65,"2,472.46",993.96,"1,618.32",0,56.2,0,0,0,0
SD,TRIPP,WINNER,43.3766665,-99.8590069,100547,COUNTRY PRIDE COOP INC,100547,,no,yes,yes,no,yes,no,no,n/a,no,0,1800,700,0,0,0,0,"1,395.45","1,329.06",153.75,0,177.76,543.04,0,0,0
MN,COTTONWOOD,BINGHAM LAKE,43.9066239,-95.0463791,100548,COUNTRY PRIDE SERVICES COOPERATIVE,100548,,no,yes,yes,no,yes,yes,no,UP,no,0,600,1300,0,0,0,0,490.65,0,0,818.53,130.41,"1,011.19",0,0,0
MO,NODAWAY,BOLCKOW,40.1130481,-94.8221907,100551,COUNTY LINE AG SERVICES LLC,100551,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,0,0,0,68.28,96.29,73.61,0,0,0,0,0,0
IA,POLK,URBANDALE,41.6266555,-93.7121656,100553,CPS-CENTRAL IA,100553,,no,yes,no,no,yes,no,no,n/a,no,0,1600,0,0,0,0,0,0,387.66,"1,232.73",0,0,0,0,0,0
WA,BENTON,PLYMOUTH,45.9345771,-119.350296,100557,CPS-CASCADE COLUMBIA,100557,,no,yes,yes,no,no,yes,yes,BNSF,no,0,32300,500,0,0,0,0,"6,323.55","6,328.58","24,817.35",0,0,402.76,0,0,0
KS,FINNEY,GARDEN CITY,37.9716898,-100.8726618,100562,CPS-SOUTHERN HIGH PLAINS,100562,,no,yes,yes,no,yes,no,no,n/a,no,0,1500,100,0,165.49,0,0,"1,182.03",25.38,0,0,77.83,0,0,0,0
WI,ROCK,JANESVILLE,42.6827885,-89.0187223,100564,CPS-IL NORTH & WI,100564,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,25.75,0,0,0,0,0,0
IL,CLAY,FLORA,38.6689364,-88.4856042,100565,CPS-IL SOUTH,100565,,no,yes,no,no,yes,no,no,n/a,no,0,700,0,0,138.27,0,19.33,0,520.5,0,0,0,0,0,0,0
IL,KNOX,GALESBURG,40.9478158,-90.3712395,100566,CPS-IL WEST,100566,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,61.12,118.98,39.95,0,0,0,0,0,0,0,0,0
KY,DAVIESS,OWENSBORO,37.7742152,-87.1133304,100568,CPS-SOUTHWEST IN N KY,100568,,no,yes,no,no,yes,no,no,n/a,no,0,300,0,0,0,0,0,0,244.26,0,0,0,0,0,0,0
MI,BAY,AUBURN,43.6033583,-84.0697048,100570,CPS-MICHIGAN,100570,,no,yes,no,no,yes,no,no,n/a,no,0,2100,0,0,0,0,0,"1,618.20",91.97,96.3,0,0,0,0,0,0
MN,FREEBORN,CLARKS GROVE,43.7638476,-93.3290985,100573,CPS-MINNESOTA,100573,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,0,0,0,0,25.97,0,76.46,27.19,0,0,0,0
OH,HANCOCK,FINDLAY,41.0442201,-83.6499321,100579,CPS-OH NORTH,100579,,no,no,yes,no,yes,no,no,n/a,no,0,0,200,0,36.94,0,0,0,0,22.36,136.63,0,0,0,0,0
KY,DAVIES,OWENSBORO,37.7742152,-87.1133304,100581,CPS-OWENSBORO,100581,,no,yes,no,no,yes,no,no,n/a,yes,0,6500,0,0,0,0,0,0,"1,446.39","5,000.92",0,0,0,0,0,0
TX,DENTON,FLOWER MOUND,33.0145673,-97.0969552,100584,CPS-SOUTH PLAINS,100584,,no,yes,no,no,yes,no,no,n/a,no,0,4000,0,0,0,75.69,56.49,0,653.29,"3,114.82",0,0,26.61,0,0,0
MO,MARION,HANNIBAL,39.7083789,-91.3584816,100589,CPS-W CENTRAL IL,100589,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,177.52,155.07,63.11,0,0,0,0,0,0,0,0,0
IA,SAC,WALL LAKE,42.2710952,-95.093047,100590,CPS-W IA/NORTHEAST NE,100590,,no,yes,yes,no,yes,no,no,n/a,no,0,1000,300,0,0,58.19,20.06,774.7,567.76,346.62,0,0,241.4,0,0,0
NE,PLATTE,CRESTON,41.7066754,-97.362543,100592,CRESTON FERTILIZER CO INC,100592,,no,yes,yes,no,yes,no,no,n/a,no,0,4800,900,0,473.91,0,"2,822.93","3,726.73","3,433.29","2,095.06",27.1,0,706.97,0,0,0
MN,POLK,CROOKSTON,47.7741383,-96.6081212,100593,CROOKSTON VALLEY COOPERATIVE,100593,,yes,no,no,no,yes,no,no,n/a,no,150,0,0,0,"1,325.65",457.49,531.93,0,0,0,0,0,0,0,0,0
NE,BUFFALO,KEARNEY,40.699457,-99.0814767,100594,CPS-NEBRASKA,100594,,no,yes,no,no,yes,no,no,n/a,no,0,1700,0,0,0,0,0,"1,282.25",377.64,416.29,28.55,0,0,0,0,0
KS,DICKINSON,ABILENE,38.9172216,-97.2139094,100596,CROP SERVICE CENTER INC,100596,,no,no,yes,no,yes,no,no,n/a,no,0,0,700,0,0,0,0,0,0,0,57.75,505.75,111.17,0,0,0
MN,BLUE EARTH,LAKE CRYSTAL,44.1057973,-94.2188494,100598,CRYSTAL VALLEY COOP,100598,,yes,no,no,no,yes,no,no,n/a,no,335,0,0,0,0,0,0,0,0,25.29,0,0,0,0,0,0
MO,HOLT,CRAIG,40.1947194,-95.3710903,100599,CUNNINGHAM FARMS INC,100599,,no,yes,no,no,yes,no,no,n/a,no,0,1100,0,0,405.26,747.44,415.67,661.11,882.41,825.95,0,0,0,0,0,0
TX,HARRIS,LA PORTE,29.6657838,-95.0193729,100602,FOREMARK PERFORMANCE CHEMICALS,100602,,no,no,yes,no,yes,no,no,n/a,no,0,0,2000,0,0,0,0,0,0,0,"1,203.75","1,554.32",864.74,0,0,0
ND,CASS,KINDRED,46.6485779,-97.0170323,100604,DAKOTA AG COOPERATIVE,100604,,no,yes,yes,no,yes,yes,no,TNRT,no,0,1000,3300,0,278.41,390.46,205.93,0,777.5,0,"2,531.43",422.2,"1,034.31",0,0,0
SD,PENNINGTON,RAPID CITY,44.0805434,-103.2310149,100605,DAKOTA MILL & GRAIN INC,unmatched,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0
CO,ARAPAHOE,ENGLEWOOD,39.6477653,-104.9877597,100606,DASCO INC,100606,,no,yes,yes,no,yes,no,no,n/a,no,0,300,100,0,0,116.09,59.99,197.07,0,0,51.29,53.81,0,0,0,0
MN,SIBLEY,ARLINGTON,44.6082967,-94.0805278,100612,DIAMOND GRAIN INC,100612,,no,no,yes,no,yes,no,no,n/a,no,0,0,500,0,0,0,0,0,0,0,114.19,69.37,401.48,0,0,0
NE,DIXON,DIXON,42.4161117,-96.9972675,100616,DIXON ELEVATOR,100616,,no,yes,no,no,yes,no,no,n/a,no,0,100,0,0,366.95,253.9,287.94,25.66,101.18,107.78,0,0,0,0,0,0
OK,KINGFISHER,CASHION,35.7981025,-97.6786573,100620,DOUBLE C FARMS INC,100620,,no,yes,no,no,yes,no,no,n/a,no,0,8400,0,0,0,0,0,"6,455.78","5,040.67","4,364.49",0,0,0,0,0,0
KS,OSAGE,BURLINGAME,38.7538947,-95.8349868,100621,DREYER FERT AND CHEM INC,100621,,no,yes,no,no,yes,no,no,n/a,no,0,400,0,0,0,0,0,280.62,101.56,213.49,0,0,0,0,0,0
IL,EFFINGHAM,EFFINGHAM,39.1200418,-88.5433829,100636,EFFINGHAM EQUITY INC,100636,,no,yes,no,no,yes,yes,no,CN,no,0,2400,0,0,0,0,0,"1,869.73",51.43,0,0,0,0,0,0,0
TX,MCLENNAN,WACO,31.549333,-97.1466695,100645,EQUALIZER INC,100645,,yes,yes,yes,no,yes,yes,no,UP,no,80,9600,100,0,18,0,0,"7,407.90","2,638.57",0,0,24.26,76.17,0,0,0
IA,SHELBY,HARLAN,41.653044,-95.3255541,100653,FARM SERVICE COOPERATIVE,100653,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,63.24,41.02,20,0,0,0,0,0,0,0,0,0
SD,DAVISON,MITCHELL,43.7094283,-98.0297992,100655,FARMERS ALLIANCE,100655,,no,yes,yes,no,yes,no,no,n/a,no,0,3200,2800,0,518.97,212.07,168.68,"2,452.65","1,897.94",931.03,106.48,0,"2,156.73",0,0,0
NE,BOX BUTTE,HEMINGFORD,42.3216288,-103.0729757,100656,FARMERS CO-OP ELEVATOR CO INC,100656,,no,yes,yes,no,yes,yes,no,BNSF,no,0,7700,2900,0,0,72.5,0,"5,952.35",978.28,"2,841.48",0,0,"2,234.73",0,0,0
KS,SEDGWICK,CHENEY,37.6300146,-97.7825513,100657,FARMERS COOP ELEVATOR COMPANY,100657,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,19.4,0,0,0,0,0,28.04,0,105.35,0,0,0
KS,SUMNER,CONWAY SPRINGS,37.3902975,-97.6422723,100658,FARMERS COOP GRAIN ASSN INC,100658,,no,no,yes,no,yes,no,no,n/a,no,0,0,100,0,317.79,81,19.64,0,0,0,0,26.21,80.49,0,0,0
KS,CHEROKEE,COLUMBUS,37.1692278,-94.8441239,100661,FARMERS COOPERATIVE ASSOCIATION INC,100661,,no,yes,yes,no,yes,no,no,n/a,no,0,1600,400,0,738.98,"1,056.83","1,360.97","1,054.47","1,249.75",52,58.04,276.1,22.17,0,0,0
IA,PLYMOUTH,HINTON,42.6277701,-96.2916927,100662,FARMERS COOPERATIVE CO HINTON,100662,,yes,yes,yes,no,yes,no,no,n/a,no,204.75,300,500,0,185.43,371.44,310.8,267.61,0,0,0,0,413.48,0,0,0
NE,SALINE,DORCHESTER,40.6472277,-97.1133703,100663,FARMERS COOPERATIVE INC,100663,,yes,yes,yes,no,yes,yes,yes,BNSF,no,410,17900,200,0,"1,199.61","1,938.49","3,073.37","13,753.63",0,182.15,0,0,120.01,0,0,0
IA,STORY,AMES,42.0347081,-93.6199402,100664,LANDUS COOPERATIVE,100664,,no,no,no,no,yes,no,no,n/a,no,0,0,0,0,135.06,60.25,0,0,0,0,0,0,0,0,0,0
IA,PLYMOUTH,KINGSLEY,42.588324,-95.9675165,100665,FARMERS ELEVATOR CO INC,100665,,yes,yes,no,no,yes,no,no,n/a,no,260.4615,500,0,0,"2,211.41",433.66,0,402.09,133.82,0,0,0,0,0,0,0
KS,BARBER,ISABEL,37.4666865,-98.550361,100666,THE FARMERS COOP EQUITY CO,100666,,no,yes,yes,no,yes,no,no,n/a,no,0,6700,200,0,364.87,224.23,36.62,"4,696.53","5,149.17","1,294.64",185.38,158.22,0,0,0,0
MN,YELLOW MEDICINE,ECHO,44.6169018,-95.4175104,100668,FARMERS CO-OPERATIVE OIL CO INC,100668,,yes,yes,yes,no,yes,no,no,n/a,no,160,700,700,0,0,159.57,131.62,132.22,565.88,0,535.59,0,130,0,0,0
MN,DAKOTA,CASTLEROCK,44.5438543,-93.1524381,100670,FARMERS MILL & ELEVATOR INC,100670,,no,yes,yes,no,yes,no,no,n/a,no,0,600,1000,0,244.55,795.36,283.2,309.28,475.05,267.42,745.06,407.55,155.95,0,0,0
